CMS Certification Number,Facility Name,System Affiliation,State,ZIP,Latitude,Longitude,Type of Control,FFY2020 IPPS Discharges to Home,Total Discharges,Total Acute Beds,Total Fixed Assets,HIT Designated Assets,Compliant,IT Prop Assets,Agg Control,Num Hospitals in SA,Num Compliant in SA,coor,Num Hospitals within 5 Miles,Num Compliant Hospitals within 5 Miles,Pct Compliant within Radius,Daily Penalty,Annual Penalty
261324,Cass Regional Medical Center,Not in a System,MO,64701,38.663399,-94.377296,"Governmental, County",130,832,25,35153822,0,,0,Governmental,0,1,"(38.663399, -94.377296)",0,0,,300,109500
261325,Cox Barton County Hospital,"CoxHealth - Springfield, MO",MO,64759,37.505299,-94.299103,"Governmental, County",75,367,25,12892646,0,,0,Governmental,4,0,"(37.505299, -94.299103)",0,0,,300,109500
261327,Ray County Memorial Hospital,Not in a System,MO,64085,39.264801,-93.956398,"Governmental, County",135,449,25,13407693,382602,,2.9,Governmental,0,1,"(39.264801, -93.956398)",0,0,,300,109500
261328,Mosaic Medical Center-Albany,"Mosaic Life Care - St. Joseph, MO",MO,64402,40.252499,-94.3255,"Voluntary Nonprofit, Other",72,318,25,11916297,0,,0,Nonprofit,4,0,"(40.252499, -94.3255)",0,0,,300,109500
261329,Cox Monett Hospital,"CoxHealth - Springfield, MO",MO,65708,36.913601,-93.892097,"Voluntary Nonprofit, Other",71,711,25,37477000,0,,0,Nonprofit,4,0,"(36.913601, -93.892097)",0,0,,300,109500
261330,Saint Genevieve County Memorial Hospital,Not in a System,MO,63670,37.9687,-90.055496,"Governmental, County",77,734,25,24395997,4051456,,16.6,Governmental,0,1,"(37.9687, -90.055496)",0,0,,300,109500
261331,Freeman Neosho Hospital,"Freeman Health System - Joplin, MO",MO,64850,36.8666,-94.369904,"Voluntary Nonprofit, Other",82,635,25,6815687,0,,0,Nonprofit,2,0,"(36.8666, -94.369904)",0,0,,300,109500
261332,Carroll County Memorial Hospital,Not in a System,MO,64633,39.376499,-93.494301,"Voluntary Nonprofit, Other",77,250,21,20459326,0,,0,Nonprofit,0,1,"(39.376499, -93.494301)",0,0,,300,109500
261333,Pike County Memorial Hospital,Not in a System,MO,63353,39.440102,-91.064003,"Governmental, County",72,208,25,6501600,0,,0,Governmental,0,1,"(39.440102, -91.064003)",0,0,,300,109500
261335,Mercy St. Francis Hospital,"Mercy - Saint Louis, MO",MO,65548,37.001598,-91.7024,"Voluntary Nonprofit, Church",26,157,25,1844066,0,,0,Nonprofit,28,1,"(37.001598, -91.7024)",0,0,,300,109500
261336,Iron County Medical Center,Not in a System,MO,63663,37.622799,-90.646202,Governmental Hospital District,33,180,15,3339389,0,,0,Governmental,0,1,"(37.622799, -90.646202)",0,0,,300,109500
261337,Missouri Baptist Sullivan Hospital,"BJC HealthCare - Saint Louis, MO",MO,63080,38.1954,-91.169296,"Voluntary Nonprofit, Other",246,1675,25,18021850,1279351,,7.1,Nonprofit,12,0,"(38.1954, -91.169296)",0,0,,300,109500
261338,Mercy Hospital Carthage,"Mercy - Saint Louis, MO",MO,64836,37.136501,-94.318802,"Voluntary Nonprofit, Church",90,402,25,30899787,0,,0,Nonprofit,28,1,"(37.136501, -94.318802)",0,0,,300,109500
261993,Peace Haven Association,Not in a System,MO,63127,38.5508,-90.417603,"Voluntary Nonprofit, Church",0,21,14,92740,0,,0,Nonprofit,0,1,"(38.5508, -90.417603)",3,0,0,300,109500
262010,Kindred Hospital - Saint Louis,"Kindred Healthcare - Louisville, KY",MO,63108,38.643398,-90.262802,"Proprietary, Corporation",22,595,92,1524859,0,,0,Proprietary,49,0,"(38.643398, -90.262802)",13,0,0,920,335800
262013,Select Specialty Hospital - Saint Louis,"Select Medical Corporation - Mechanicsburg, PA",MO,63301,38.780399,-90.484703,"Proprietary, Corporation",16,591,71,5401900,0,,0,Proprietary,93,0,"(38.780399, -90.484703)",2,0,0,710,259150
262015,Landmark Hospital of Cape Girardeau,Not in a System,MO,63701,37.308201,-89.575699,"Proprietary, Partnership",17,278,30,706563,0,,0,Proprietary,0,1,"(37.308201, -89.575699)",2,0,0,300,109500
262016,Landmark Hospital of Joplin,"Landmark Holdings of Missouri, LLC - Cape Girardeau, MO",MO,64804,37.055401,-94.539001,"Proprietary, Partnership",23,311,30,1179675,0,,0,Proprietary,5,0,"(37.055401, -94.539001)",2,0,0,300,109500
262017,Select Specialty Hospital - Springfield,"Select Medical Corporation - Mechanicsburg, PA",MO,65804,37.146999,-93.267303,"Proprietary, Corporation",17,507,44,1328094,0,,0,Proprietary,93,0,"(37.146999, -93.267303)",3,0,0,440,160600
262018,Kindred Hospital Northland,"Kindred Healthcare - Louisville, KY",MO,64118,39.2174,-94.586899,"Proprietary, Corporation",0,499,50,1168082,0,,0,Proprietary,49,0,"(39.2174, -94.586899)",1,0,0,500,182500
262019,Long Term Acute Care Hospital Mosaic Life Care at Saint Joseph,"Mosaic Life Care - St. Joseph, MO",MO,64506,39.7728,-94.772499,"Voluntary Nonprofit, Other",14,260,41,827517,0,,0,Nonprofit,4,0,"(39.7728, -94.772499)",2,0,0,410,149650
263027,Rusk Rehabilitation Hospital,Not in a System,MO,65203,38.965698,-92.342697,"Proprietary, Partnership",137,1078,60,5523567,0,,0,Proprietary,0,1,"(38.965698, -92.342697)",7,0,0,600,219000
263028,The Rehabilitation Institute of Saint Louis,Not in a System,MO,63110,38.6367,-90.258202,"Proprietary, Partnership",219,2614,131,15432466,0,,0,Proprietary,0,1,"(38.6367, -90.258202)",13,0,0,1310,478150
263029,Mercy Rehabilitation Hospital St. Louis,Not in a System,MO,63017,38.647999,-90.535896,"Proprietary, Other",170,1840,90,1296133,0,,0,Proprietary,0,1,"(38.647999, -90.535896)",4,0,0,900,328500
263030,Saint Luke's Rehabilitation Hospital,Not in a System,MO,63017,38.674599,-90.531998,"Proprietary, Corporation",77,894,35,9826259,0,,0,Proprietary,0,1,"(38.674599, -90.531998)",3,0,0,350,127750
263031,SSM Health Rehabilitation Hospital at Richmond Heights,"Select Medical Corporation - Mechanicsburg, PA",MO,63117,38.633202,-90.311996,"Proprietary, Corporation",348,2888,125,14908513,0,,0,Proprietary,93,0,"(38.633202, -90.311996)",12,0,0,1250,456250
263032,Mercy Rehabilitation Hospital Springfield,"Mercy - Saint Louis, MO",MO,65804,37.104599,-93.236504,"Proprietary, Other",249,1196,60,439582,0,,0,Proprietary,28,1,"(37.104599, -93.236504)",1,0,0,600,219000
263033,Landmark Hospital of Columbia,"Landmark Holdings of Missouri, LLC - Cape Girardeau, MO",MO,65201,38.9576,-92.311096,"Proprietary, Partnership",39,213,16,416353,0,,0,Proprietary,5,0,"(38.9576, -92.311096)",7,0,0,300,109500
263301,Saint Louis Children's Hospital,"BJC HealthCare - Saint Louis, MO",MO,63110,38.637501,-90.2659,"Voluntary Nonprofit, Other",59,9775,402,412184125,14473182,,3.5,Nonprofit,12,0,"(38.637501, -90.2659)",13,0,0,4020,1467300
263302,Children's Mercy Adele Hall Campus,"Children's Mercy Hospital & Clinics - Kansas City, MO",MO,64108,39.0826,-94.578499,"Voluntary Nonprofit, Other",67,12660,334,47552149,0,,0,Nonprofit,2,0,"(39.0826, -94.578499)",7,0,0,3340,1219100
263303,Ranken Jordan Pediatric Bridge Hospital,Not in a System,MO,63043,38.709801,-90.416199,"Voluntary Nonprofit, Other",0,284,60,52378834,0,,0,Nonprofit,0,1,"(38.709801, -90.416199)",3,0,0,600,219000
263304,Shriners Hospitals for Children - Saint Louis,"Shriners Hospitals for Children - Tampa, FL",MO,63110,38.632999,-90.2584,"Voluntary Nonprofit, Other",0,0,0,0,0,,,Nonprofit,14,0,"(38.632999, -90.2584)",13,0,0,300,109500
264004,Fulton State Hospital,"Missouri Department of Mental Health - Jefferson City, MO",MO,65251,38.847099,-91.939796,"Governmental, State",0,12,49,0,0,,,Governmental,6,0,"(38.847099, -91.939796)",1,0,0,490,178850
264005,Southeast Missouri Mental Health Center,"Missouri Department of Mental Health - Jefferson City, MO",MO,63640,37.7747,-90.437202,"Governmental, State",0,18,331,0,0,,,Governmental,6,0,"(37.7747, -90.437202)",1,0,0,3310,1208150
264007,Northwest Missouri Psychiatric Rehabilitation Center,"Missouri Department of Mental Health - Jefferson City, MO",MO,64506,39.777901,-94.810204,"Governmental, State",0,10,108,0,0,,,Governmental,6,0,"(39.777901, -94.810204)",2,0,0,1080,394200
264008,Center For Behavioral Medicine,"Missouri Department of Mental Health - Jefferson City, MO",MO,64108,39.083801,-94.572502,"Governmental, State",0,95,65,0,0,,,Governmental,6,0,"(39.083801, -94.572502)",7,0,0,650,237250
264010,Saint Louis Psychiatric Rehabilitation Center,"Missouri Department of Mental Health - Jefferson City, MO",MO,63139,38.605999,-90.278702,"Governmental, State",0,3,180,0,0,,,Governmental,6,0,"(38.605999, -90.278702)",12,0,0,1800,657000
264011,Missouri Psychiatric Center,"University of Missouri Health System - Columbia, MO",MO,65212,38.937599,-92.3284,"Governmental, State",0,1618,59,0,0,,,Governmental,3,0,"(38.937599, -92.3284)",7,0,0,590,215350
264012,CenterPointe Hospital,Not in a System,MO,63304,38.714699,-90.673798,"Proprietary, Corporation",400,2659,78,2101112,0,,0,Proprietary,0,1,"(38.714699, -90.673798)",1,0,0,780,284700
264016,Research Psychiatric Center,"HCA Healthcare - Nashville, TN",MO,64130,39.0126,-94.559196,"Proprietary, Corporation",0,3701,100,5498465,0,,0,Proprietary,169,0,"(39.0126, -94.559196)",5,0,0,1000,365000
264018,Saint Luke's Hospital Crittenton Children's Center,"Saint Luke's Health System - Kansas City, MO",MO,64134,38.923801,-94.477898,"Voluntary Nonprofit, Other",0,0,0,0,0,,,Nonprofit,9,0,"(38.923801, -94.477898)",0,0,,300,109500
264020,Royal Oaks Hospital,Not in a System,MO,65360,38.534199,-93.519096,"Voluntary Nonprofit, Other",18,1468,54,5301648,0,,0,Nonprofit,0,1,"(38.534199, -93.519096)",0,0,,540,197100
264024,Lakeland Behavioral Health System,"Acadia Healthcare - Franklin, TN",MO,65806,37.205898,-93.295601,"Proprietary, Corporation",63,2470,100,11502657,0,,0,Proprietary,27,0,"(37.205898, -93.295601)",4,0,0,1000,365000
264028,Hawthorn Children's Psychiatric Hospital,"Missouri Department of Mental Health - Jefferson City, MO",MO,63133,38.686699,-90.312202,"Governmental, State",0,0,0,0,0,,,Governmental,6,0,"(38.686699, -90.312202)",8,0,0,300,109500
264029,Barnes-Jewish Hospital Psychiatric Support Center,"BJC HealthCare - Saint Louis, MO",MO,63112,38.653099,-90.276001,"Voluntary Nonprofit, Other",0,1350,25,0,0,,,Nonprofit,12,0,"(38.653099, -90.276001)",12,0,0,300,109500
264030,Signature Psychiatric Hospital at North Kansas City,Not in a System,MO,64116,39.1511,-94.550201,"Proprietary, Corporation",291,2551,76,6414034,0,,0,Proprietary,0,1,"(39.1511, -94.550201)",5,0,0,760,277400
264031,Osage Beach Center for Cognitive Disorders,Not in a System,MO,65065,38.135399,-92.629898,"Proprietary, Other",86,644,16,-21,0,,0,Proprietary,0,1,"(38.135399, -92.629898)",1,0,0,300,109500
264032,CenterPointe Hospital of Columbia,Not in a System,MO,65202,39.006302,-92.322701,"Proprietary, Corporation",203,1507,72,149252,0,,0,Proprietary,0,1,"(39.006302, -92.322701)",7,0,0,720,262800
264033,Perimeter Behavioral Hospital of Springfield,"Perimeter Healthcare - Alphretta, GA",MO,65803,37.248299,-93.274399,"Proprietary, Corporation",0,0,0,0,0,,,Proprietary,7,0,"(37.248299, -93.274399)",3,0,0,300,109500
269807,SSM  Health Cardinal Glennon Children's Hospital,"SSM Health Care - Saint Louis, MO",MO,63104,38.620998,-90.238503,"Voluntary Nonprofit, Church",0,0,0,0,0,,,Nonprofit,22,0,"(38.620998, -90.238503)",12,0,0,300,109500
270003,St. Peter's Health Regional Medical Center,Not in a System,MT,59601,46.584202,-111.998001,"Voluntary Nonprofit, Other",1299,5905,101,118710008,0,,0,Nonprofit,0,1,"(46.584202, -111.998001)",1,0,0,1010,368650
270004,Billings Clinic Hospital,Not in a System,MT,59107,45.790401,-108.514,"Voluntary Nonprofit, Other",3087,13628,297,236497614,0,,0,Nonprofit,0,1,"(45.790401, -108.514)",2,0,0,2970,1084050
270012,Benefis East Campus,"Benefis Healthcare - Great Falls, MT",MT,59405,47.4907,-111.263,"Voluntary Nonprofit, Other",1906,10150,312,275815559,0,,0,Nonprofit,2,0,"(47.4907, -111.263)",1,0,0,3120,1138800
270014,Providence Saint Patrick Hospital,"Providence - Renton, WA",MT,59802,46.874298,-114.000999,"Voluntary Nonprofit, Church",2919,9356,209,79093159,0,,0,Nonprofit,44,0,"(46.874298, -114.000999)",1,0,0,2090,762850
270017,St. James Healthcare,"SCL Health - Denver, CO",MT,59701,46.008301,-112.545998,"Voluntary Nonprofit, Church",692,3161,69,70373099,0,,0,Nonprofit,8,0,"(46.008301, -112.545998)",0,0,,690,251850
270023,Community Medical Center,"LifePoint Health - Brentwood, TN",MT,59804,46.845501,-114.046997,"Proprietary, Corporation",805,4365,141,65066117,0,,0,Proprietary,53,1,"(46.845501, -114.046997)",1,0,0,1410,514650
270032,Northern Montana Hospital,Not in a System,MT,59501,48.539299,-109.685997,"Voluntary Nonprofit, Other",232,1009,49,20754901,0,,0,Nonprofit,0,1,"(48.539299, -109.685997)",0,0,,490,178850
270049,Saint Vincent Healthcare,"SCL Health - Denver, CO",MT,59101,45.792801,-108.519997,"Voluntary Nonprofit, Church",2606,10876,222,230166603,0,,0,Nonprofit,8,0,"(45.792801, -108.519997)",2,0,0,2220,810300
270051,Logan Health Medical Center,"Logan Health - Kalispell, MT",MT,59901,48.216,-114.323997,"Voluntary Nonprofit, Other",1415,7903,220,233680458,0,,0,Nonprofit,2,0,"(48.216, -114.323997)",0,0,,2200,803000
270057,Bozeman Health Deaconess Hospital,"Bozeman Health - Bozeman, MT",MT,59715,45.6684,-111.018997,"Voluntary Nonprofit, Other",1133,6607,91,195434685,0,,0,Nonprofit,2,0,"(45.6684, -111.018997)",0,0,,910,332150
270074,Blackfeet Community Hospital,"Indian Health Service - Rockville, MD",MT,59417,48.5658,-113.018997,"Governmental, Federal",85,466,26,0,0,,,Governmental,39,0,"(48.5658, -113.018997)",0,0,,300,109500
270086,Great Falls Clinic Hospital,Not in a System,MT,59405,47.4893,-111.255997,"Proprietary, Other",449,1255,20,16957869,0,,0,Proprietary,0,1,"(47.4893, -111.255997)",1,0,0,300,109500
270091,Yellowstone Surgery Center Downtown,Not in a System,MT,59101,45.793098,-108.516998,"Proprietary, Partnership",0,0,0,0,0,,,Proprietary,0,1,"(45.793098, -108.516998)",2,0,0,300,109500
270092,Yellowstone Surgery Center West,Not in a System,MT,59102,45.738499,-108.605003,"Proprietary, Partnership",0,0,0,0,0,,,Proprietary,0,1,"(45.738499, -108.605003)",2,0,0,300,109500
270196,VA Medical Center and Ambulatory Care Clinic,"Department of Veterans Affairs - Washington, DC",MT,59636,46.617699,-112.103996,"Governmental, Federal",0,0,0,0,0,,,Governmental,140,0,"(46.617699, -112.103996)",0,0,,300,109500
271300,Poplar Community Hospital,"Northeast Montana Health Services - Wolf Point, MT",MT,59255,48.114899,-105.193001,"Voluntary Nonprofit, Other",27,136,20,8446618,1552558,,18.4,Nonprofit,2,0,"(48.114899, -105.193001)",0,0,,300,109500
271301,Fallon Medical Complex,Not in a System,MT,59313,46.365799,-104.281998,"Voluntary Nonprofit, Other",39,111,25,9045926,0,,0,Nonprofit,0,1,"(46.365799, -104.281998)",0,0,,300,109500
271302,Dahl Memorial Healthcare Association,Not in a System,MT,59324,45.887699,-104.549004,"Voluntary Nonprofit, Other",0,29,25,629791,521154,,82.8,Nonprofit,0,1,"(45.887699, -104.549004)",0,0,,300,109500
271303,Granite County Medical Center,Not in a System,MT,59858,46.329899,-113.294998,Governmental Hospital District,0,18,25,1452566,0,,0,Governmental,0,1,"(46.329899, -113.294998)",0,0,,300,109500
271304,Missouri River Medical Center,Not in a System,MT,59442,47.820499,-110.672997,Governmental Hospital District,0,9,25,3772832,287542,,7.6,Governmental,0,1,"(47.820499, -110.672997)",0,0,,300,109500
271305,McCone County Health Center,Not in a System,MT,59215,47.4189,-105.582001,"Voluntary Nonprofit, Other",0,33,25,929416,391780,,42.2,Nonprofit,0,1,"(47.4189, -105.582001)",0,0,,300,109500
271306,Mountainview Medical Center,Not in a System,MT,59645,46.548199,-110.903999,"Voluntary Nonprofit, Other",0,27,25,2589423,0,,0,Nonprofit,0,1,"(46.548199, -110.903999)",0,0,,300,109500
271307,Benefis Teton Medical Center,"Benefis Healthcare - Great Falls, MT",MT,59422,47.8134,-112.192001,"Governmental, County",0,24,25,1740876,0,,0,Governmental,2,0,"(47.8134, -112.192001)",0,0,,300,109500
271308,Roosevelt Medical Center,Not in a System,MT,59218,48.151402,-104.514999,"Voluntary Nonprofit, Other",0,20,25,947896,562669,,59.4,Nonprofit,0,1,"(48.151402, -104.514999)",0,0,,300,109500
271309,Prairie Community Hospital District,Not in a System,MT,59349,46.7911,-105.316002,"Voluntary Nonprofit, Other",0,9,22,2537744,0,,0,Nonprofit,0,1,"(46.7911, -105.316002)",0,0,,300,109500
271310,Garfield County Health Center,Not in a System,MT,59337,47.319199,-106.912003,"Voluntary Nonprofit, Other",0,6,25,967509,0,,0,Nonprofit,0,1,"(47.319199, -106.912003)",0,0,,300,109500
271311,Big Sandy Medical Center,Not in a System,MT,59520,48.179001,-110.108002,"Voluntary Nonprofit, Other",0,10,8,277370,0,,0,Nonprofit,0,1,"(48.179001, -110.108002)",0,0,,300,109500
271312,Phillips County Hospital,Not in a System,MT,59538,48.3573,-107.860001,"Voluntary Nonprofit, Other",48,131,6,2867507,0,,0,Nonprofit,0,1,"(48.3573, -107.860001)",0,0,,300,109500
271313,Pioneer Medical Center,Not in a System,MT,59011,45.8283,-109.953003,"Voluntary Nonprofit, Other",38,87,25,800946,0,,0,Nonprofit,0,1,"(45.8283, -109.953003)",0,0,,300,109500
271314,Deer Lodge Medical Center,Not in a System,MT,59722,46.411499,-112.726997,"Voluntary Nonprofit, Other",29,137,16,13658645,0,,0,Nonprofit,0,1,"(46.411499, -112.726997)",0,0,,300,109500
271315,Fort Belknap Critical Access Hospital,"Indian Health Service - Rockville, MD",MT,59526,48.4813,-108.763,"Governmental, Federal",0,14,6,0,0,,,Governmental,39,0,"(48.4813, -108.763)",0,0,,300,109500
271316,Frances Mahon Deaconess Hospital,Not in a System,MT,59230,48.189701,-106.636002,"Voluntary Nonprofit, Other",74,417,25,21560203,0,,0,Nonprofit,0,1,"(48.189701, -106.636002)",0,0,,300,109500
271317,Livingston HealthCare,Not in a System,MT,59047,45.649399,-110.569,"Voluntary Nonprofit, Other",298,1231,25,42082364,0,,0,Nonprofit,0,1,"(45.649399, -110.569)",0,0,,300,109500
271318,Barrett Hospital & Healthcare,Not in a System,MT,59725,45.200699,-112.646004,Governmental Hospital District,145,483,18,31794451,1985534,,6.2,Governmental,0,1,"(45.200699, -112.646004)",0,0,,300,109500
271319,Ruby Valley Medical Center,Not in a System,MT,59749,45.453201,-112.192001,"Voluntary Nonprofit, Other",42,91,7,13564600,0,,0,Nonprofit,0,1,"(45.453201, -112.192001)",0,0,,300,109500
271320,Cabinet Peaks Medical Center,Not in a System,MT,59923,48.3927,-115.545998,"Voluntary Nonprofit, Other",153,828,25,23617163,526194,,2.2,Nonprofit,0,1,"(48.3927, -115.545998)",0,0,,300,109500
271321,Wheatland Memorial Healthcare,Not in a System,MT,59036,46.437099,-109.841003,"Voluntary Nonprofit, Other",0,12,25,1341815,0,,0,Nonprofit,0,1,"(46.437099, -109.841003)",0,0,,300,109500
271322,Sheridan Memorial,Not in a System,MT,59254,48.778702,-104.564003,"Voluntary Nonprofit, Other",38,103,19,2603871,0,,0,Nonprofit,0,1,"(48.778702, -104.564003)",0,0,,300,109500
271323,Clark Fork Valley Hospital,Not in a System,MT,59859,47.469501,-114.890999,"Voluntary Nonprofit, Other",155,480,16,4269925,1359022,,31.8,Nonprofit,0,1,"(47.469501, -114.890999)",0,0,,300,109500
271324,Pondera Medical Center,Not in a System,MT,59425,48.173901,-111.959,"Voluntary Nonprofit, Other",16,50,20,2010781,0,,0,Nonprofit,0,1,"(48.173901, -111.959)",0,0,,300,109500
271325,Saint Luke Community Hospital,Not in a System,MT,59864,47.528599,-114.106003,"Voluntary Nonprofit, Other",150,688,25,13340901,0,,0,Nonprofit,0,1,"(47.528599, -114.106003)",0,0,,300,109500
271326,Beartooth Billings Clinic,Not in a System,MT,59068,45.211899,-109.242996,"Voluntary Nonprofit, Other",39,145,10,11727272,0,,0,Nonprofit,0,1,"(45.211899, -109.242996)",0,0,,300,109500
271327,Rosebud Health Care Center,Not in a System,MT,59327,46.271599,-106.670998,"Voluntary Nonprofit, Other",31,75,40,1901446,0,,0,Nonprofit,0,1,"(46.271599, -106.670998)",0,0,,400,146000
271328,Logan Health Shelby,Not in a System,MT,59474,48.509102,-111.850998,"Governmental, County",29,83,21,2914554,0,,0,Governmental,0,1,"(48.509102, -111.850998)",0,0,,300,109500
271329,Madison Valley Medical Center,Not in a System,MT,59729,45.351898,-111.733002,"Voluntary Nonprofit, Other",45,106,10,5753868,0,,0,Nonprofit,0,1,"(45.351898, -111.733002)",0,0,,300,109500
271330,Stillwater Billings Clinic,Not in a System,MT,59019,45.642799,-109.242996,"Governmental, County",38,78,10,10119402,0,,0,Governmental,0,1,"(45.642799, -109.242996)",0,0,,300,109500
271331,Mineral Community Hospital,Not in a System,MT,59872,47.1847,-114.876999,"Voluntary Nonprofit, Other",23,72,25,3262086,448972,,13.8,Nonprofit,0,1,"(47.1847, -114.876999)",0,0,,300,109500
271332,Glendive Medical Center,Not in a System,MT,59330,47.117298,-104.705002,"Voluntary Nonprofit, Other",165,532,25,18686145,0,,0,Nonprofit,0,1,"(47.117298, -104.705002)",0,0,,300,109500
271333,Billings Clinic Broadwater,Not in a System,MT,59644,46.321899,-111.516998,"Voluntary Nonprofit, Other",0,35,25,1555846,0,,0,Nonprofit,0,1,"(46.321899, -111.516998)",0,0,,300,109500
271334,Liberty Medical Center,Not in a System,MT,59522,48.510502,-110.972,"Voluntary Nonprofit, Other",11,22,25,2109806,534667,,25.3,Nonprofit,0,1,"(48.510502, -110.972)",0,0,,300,109500
271335,Community Hospital of Anaconda,Not in a System,MT,59711,46.133202,-112.957001,"Voluntary Nonprofit, Other",207,858,25,19677586,0,,0,Nonprofit,0,1,"(46.133202, -112.957001)",0,0,,300,109500
271336,Logan Health - Whitefish,"Logan Health - Kalispell, MT",MT,59937,48.3806,-114.330002,"Voluntary Nonprofit, Other",245,1605,25,32311939,4978604,,15.4,Nonprofit,2,0,"(48.3806, -114.330002)",0,0,,300,109500
271337,Northern Rockies Medical Center,Not in a System,MT,59427,48.628799,-112.325996,"Voluntary Nonprofit, Other",36,100,20,796832,1050221,,131.8,Nonprofit,0,1,"(48.628799, -112.325996)",0,0,,300,109500
271338,Big Horn Hospital,Not in a System,MT,59034,45.729,-107.616997,"Voluntary Nonprofit, Other",30,153,25,15103444,0,,0,Nonprofit,0,1,"(45.729, -107.616997)",0,0,,300,109500
271339,Crow/Northern Cheyenne Hospital,"Indian Health Service - Rockville, MD",MT,59022,45.581902,-107.447998,"Governmental, Federal",60,269,24,0,0,,,Governmental,39,0,"(45.581902, -107.447998)",0,0,,300,109500
271340,Marcus Daly Memorial Hospital,Not in a System,MT,59840,46.2472,-114.170998,"Voluntary Nonprofit, Other",275,1299,25,44040795,0,,0,Nonprofit,0,1,"(46.2472, -114.170998)",0,0,,300,109500
271341,Northeast Montana Healthcare - Trinity Hospital Campus,"Northeast Montana Health Services - Wolf Point, MT",MT,59201,48.100899,-105.641998,"Voluntary Nonprofit, Other",34,302,22,8446618,1552558,,18.4,Nonprofit,2,0,"(48.100899, -105.641998)",0,0,,300,109500
271342,Daniels Memorial Healthcare Center,Not in a System,MT,59263,48.788601,-105.417999,"Voluntary Nonprofit, Other",29,60,25,1063464,0,,0,Nonprofit,0,1,"(48.788601, -105.417999)",0,0,,300,109500
271343,Providence Saint Joseph Medical Center,"Providence - Renton, WA",MT,59860,47.6828,-114.163002,"Voluntary Nonprofit, Other",108,523,22,6429220,0,,0,Nonprofit,44,0,"(47.6828, -114.163002)",0,0,,300,109500
271344,Sidney Health Center,Not in a System,MT,59270,47.715801,-104.174004,"Voluntary Nonprofit, Other",313,1306,25,24878248,0,,0,Nonprofit,0,1,"(47.715801, -104.174004)",0,0,,300,109500
271345,Central Montana Medical Center,Not in a System,MT,59457,47.059399,-109.442001,"Voluntary Nonprofit, Other",110,510,23,11969580,0,,0,Nonprofit,0,1,"(47.059399, -109.442001)",0,0,,300,109500
271346,Roundup Memorial Hospital,Not in a System,MT,59072,46.453701,-108.545998,"Voluntary Nonprofit, Other",20,66,25,3103593,0,,0,Nonprofit,0,1,"(46.453701, -108.545998)",0,0,,300,109500
271347,Holy Rosary Healthcare,"SCL Health - Denver, CO",MT,59301,46.397301,-105.828003,"Voluntary Nonprofit, Other",186,1085,25,34559982,0,,0,Nonprofit,8,0,"(46.397301, -105.828003)",0,0,,300,109500
271389,Bozeman Health Big Sky Medical Center,"Bozeman Health - Bozeman, MT",MT,59716,45.260201,-111.302002,"Voluntary Nonprofit, Other",0,29,1,23387896,0,,0,Nonprofit,2,0,"(45.260201, -111.302002)",0,0,,300,109500
272001,Advanced Care Hospital of Montana,"Ernest Health, Inc. - Albuquerque, NM",MT,59102,45.743801,-108.605003,"Proprietary, Corporation",60,495,40,625103,0,,0,Proprietary,27,0,"(45.743801, -108.605003)",2,0,0,400,146000
273025,The Rehabilitation Hospital of Montana,Not in a System,MT,59102,45.740601,-108.606003,"Proprietary, Partnership",182,543,34,1825704,0,,0,Proprietary,0,1,"(45.740601, -108.606003)",2,0,0,340,124100
274004,Shodair Children's Hospital,Not in a System,MT,59604,46.582901,-111.988998,"Voluntary Nonprofit, Other",0,814,30,11466474,0,,0,Nonprofit,0,1,"(46.582901, -111.988998)",1,0,0,300,109500
274086,Montana State Hospital,Not in a System,MT,59756,46.181198,-112.790001,"Governmental, State",244,752,174,10754420,0,,0,Governmental,0,1,"(46.181198, -112.790001)",0,0,,1740,635100
280003,Bryan Medical Center - East Campus,"Bryan Health - Lincoln, NE",NE,68506,40.796398,-96.653702,"Voluntary Nonprofit, Other",4787,24228,534,422322000,0,,0,Nonprofit,5,0,"(40.796398, -96.653702)",6,0,0,5340,1949100
280005,Bryan Medical Center - West Campus,"Bryan Health - Lincoln, NE",NE,68502,40.788101,-96.698799,"Voluntary Nonprofit, Other",0,7683,205,177454000,0,,0,Nonprofit,5,0,"(40.788101, -96.698799)",6,0,0,2050,748250
280009,CHI Health Good Samaritan,"CommonSpirit Health - Englewood, CO",NE,68847,40.706402,-99.0821,"Voluntary Nonprofit, Church",1245,6350,227,99976537,0,,0,Nonprofit,109,0,"(40.706402, -99.0821)",2,0,0,2270,828550
280013,The Nebraska Medical Center,"Nebraska Medicine - Omaha, NE",NE,68198,41.256001,-95.976501,"Voluntary Nonprofit, Other",4019,28258,559,559846138,0,,0,Nonprofit,2,0,"(41.256001, -95.976501)",8,0,0,5500,2007500
280020,CHI Health Saint Elizabeth,"CommonSpirit Health - Englewood, CO",NE,68510,40.807999,-96.625099,"Voluntary Nonprofit, Church",972,6194,226,89085418,0,,0,Nonprofit,109,0,"(40.807999, -96.625099)",5,0,0,2260,824900
280023,CHI Health Saint Francis,"CommonSpirit Health - Englewood, CO",NE,68803,40.924301,-98.371902,"Voluntary Nonprofit, Church",901,5433,140,92557292,0,,0,Nonprofit,109,0,"(40.924301, -98.371902)",1,0,0,1400,511000
